,user_ids,support,itemsets,period,property_values,depth,size,firstpromo,itemset_name
35324,"[622174, 1238217]",2, 6299 6014 6969 6971,2019-02-01,1,0.6666666666666666,2,1,"['KIT KAT WHITE 4', 'RED BULL 355ML', 'RED BULL BTE 25CL', ""TWIX'XTRA 75G""]"
35353,"[445207, 900881]",2, 2643 6800,2019-02-01,1,0.6666666666666666,2,1,"['CHUPA CHUPS 13G', 'OASIS TROPICAL']"
35375,"[511129, 1163690]",2, 5532 4136,2019-02-01,1,0.6666666666666666,2,1,"[""M&M'S CACAHUET BLEU 100G"", 'RECHARGE LAVAGE TW - D']"
35376,"[794349, 1163690]",2, 5532 4112,2019-02-01,1,0.6666666666666666,2,1,"['LAVAGE CLU', ""M&M'S CACAHUET BLEU 100G""]"
35377,"[274391, 355552, 448792, 464404, 511129, 520727, 657959, 794349, 893950, 994488, 1014685, 1074445, 1113819, 1163690]",14, 5532,2019-02-01,1,0.6666666666666666,14,1,"[""M&M'S CACAHUET BLEU 100G""]"
35383,"[264172, 345837, 413192, 416959, 445207, 464983, 616635, 900881, 910611, 1028864, 1108055, 1168442, 1203926]",13, 2643,2019-02-01,1,0.6666666666666666,13,1,['OASIS TROPICAL']
35385,"[160595, 622174]",2, 1801 1785,2019-02-01,1,0.6666666666666666,2,1,"['KINDER BUENO LAIT 43G', 'KINDER BUENO WHITE 39G']"
35387,"[469049, 510153, 622174, 828136, 910611]",5, 1801 4112,2019-02-01,1,0.6666666666666666,5,1,"['KINDER BUENO WHITE 39G', 'LAVAGE CLU']"
35388,"[160595, 469049, 510153, 527976, 622174, 626335, 828136, 910611, 953914, 1158336]",10, 1801,2019-02-01,1,0.6666666666666666,10,1,['KINDER BUENO WHITE 39G']
35394,"[527976, 622174]",2, 1801 5754 5623,2019-02-01,1,0.6666666666666666,2,1,"['KINDER BUENO WHITE 39G', 'SNICKERS 50G']"
35407,"[622174, 828136, 1158336]",3, 1801 6299,2019-02-01,1,0.6666666666666666,3,1,"['KINDER BUENO WHITE 39G', 'KIT KAT WHITE 4']"
35408,"[622174, 828136]",2, 1801 6299 4112,2019-02-01,1,0.6666666666666666,2,1,"['KINDER BUENO WHITE 39G', 'KIT KAT WHITE 4', 'LAVAGE CLU']"
35435,"[141642, 286769, 353824, 374454, 387459, 391139, 523273, 988692, 1010411, 1054006, 1121384]",11, 3922,2019-02-01,1,0.6666666666666666,11,1,['FLAN PATISSIER 120G DAUNAT']
35440,"[1054006, 1121384]",2, 1986 3922 2369,2019-02-01,1,0.6666666666666666,2,1,"['DOLE PECHE SIRO', 'EVIAN 1L PET*', 'FLAN PATISSIER 120G DAUNAT']"
35441,"[573223, 963615]",2, 1986 1987,2019-02-01,1,0.6666666666666666,2,1,"['DOLE PECHE SIRO', 'SALADE FR.ANANAS 198G DOLE']"
35443,"[963615, 1121384]",2, 1986 3875 431,2019-02-01,1,0.6666666666666666,2,1,"['CAFE EXPRESSO', 'DOLE PECHE SIRO', 'TRIANGLE JAMBOM']"
35444,"[573223, 1054006]",2, 1986 3510 2369,2019-02-01,1,0.6666666666666666,2,1,"['CRISTALINE 1.5L', 'DOLE PECHE SIRO', 'EVIAN 1L PET*']"
35445,"[573223, 1054006, 1121384]",3, 1986 2369,2019-02-01,1,0.6666666666666666,3,1,"['DOLE PECHE SIRO', 'EVIAN 1L PET*']"
35448,"[302965, 311654, 351040, 573223, 941597, 963615, 1054006, 1121384]",8, 1986,2019-02-01,1,0.6666666666666666,8,1,['DOLE PECHE SIRO']
35482,"[995860, 1236406]",2, 2641 5941,2019-02-01,1,0.6666666666666666,2,1,"['COCA COLA SLIM', 'OASIS TROPICAL 33CL']"
35483,"[617055, 995860, 1236406]",3, 2641,2019-02-01,1,0.6666666666666666,3,1,['OASIS TROPICAL 33CL']
35486,"[102375, 360626, 448590, 534226, 622174, 889372, 994004, 995076, 1160717]",9, 2934,2019-02-01,1,0.6666666666666666,9,1,['TOTAL NET. INJECTEUR DIESEL 250ML']
35494,"[230138, 348948]",2, 6459 4136,2019-02-01,1,0.6666666666666666,2,1,['RECHARGE LAVAGE TW - D']
35496,"[252901, 410397]",2, 6459 4125,2019-02-01,1,0.6666666666666666,2,1,['RECHARGE LAVAGE TW - A']
35498,"[348948, 410397]",2, 6459 4112,2019-02-01,1,0.6666666666666666,2,1,['LAVAGE CLU']
35499,"[211249, 490858, 954307, 988368, 996264, 1225196]",6, 373 394,2019-02-01,1,0.6666666666666666,6,1,"['LU POMMES FRITES', 'LUN SALADE ACCUEIL']"
35500,"[154486, 162362, 230138, 252901, 348948, 410397, 473831, 475671, 1009030, 1103111]",10, 6459,2019-02-01,1,0.6666666666666666,10,1,[]
35502,[238881],1, 6372 4125 4112,2019-02-01,1,0.6666666666666666,1,1,"['HOLLYW.BLANCH.MENTH. POLAIRE 14G', 'LAVAGE CLU', 'RECHARGE LAVAGE TW - A']"
35503,"[238881, 242452, 596217, 960264]",4, 6372 4112,2019-02-01,1,0.6666666666666666,4,1,"['HOLLYW.BLANCH.MENTH. POLAIRE 14G', 'LAVAGE CLU']"
35504,"[173095, 238881, 242452, 302471, 464404, 596217, 960264]",7, 6372,2019-02-01,1,0.6666666666666666,7,1,['HOLLYW.BLANCH.MENTH. POLAIRE 14G']
35506,[392706],1, 6295 2458 2368 3875 3275,2019-02-01,1,0.6666666666666666,1,1,"['EVIAN 50CL', 'HARIBO POLKA 120G', 'LION 2 PACK 60G', 'SDW CLA JBON BEURRE 125G', 'TRIANGLE JAMBOM']"
35538,"[448590, 622174, 1160717]",3, 2934 4112,2019-02-01,1,0.6666666666666666,3,1,"['LAVAGE CLU', 'TOTAL NET. INJECTEUR DIESEL 250ML']"
35540,"[448590, 622174]",2, 2934 4136 4112,2019-02-01,1,0.6666666666666666,2,1,"['LAVAGE CLU', 'RECHARGE LAVAGE TW - D', 'TOTAL NET. INJECTEUR DIESEL 250ML']"
35541,"[214946, 254801, 334074, 467853, 579539, 784079, 1087925]",7, 63,2019-02-01,1,0.6666666666666666,7,1,[]
35543,"[441047, 744951]",2, 6293 2369,2019-02-01,1,0.6666666666666666,2,1,"['EVIAN 1L PET*', 'LION PEANUT 2 PACK 62G']"
35544,"[241558, 441047, 744951, 880018, 972938, 1204414]",6, 6293,2019-02-01,1,0.6666666666666666,6,1,['LION PEANUT 2 PACK 62G']
35551,[579539],1, 63 57 4074,2019-02-01,1,0.6666666666666666,1,1,['BIDON AD BLUE 10L']
35564,"[531521, 732056, 1121384]",3, 5630 2369,2019-02-01,1,0.6666666666666666,3,1,"['EVIAN 1L PET*', 'MARS X 3 135G']"
35591,"[126662, 162055, 227267, 483533, 531521, 732056, 821181, 1081866, 1121384]",9, 5630,2019-02-01,1,0.6666666666666666,9,1,['MARS X 3 135G']
35599,"[332928, 573223]",2, 3546 1987,2019-02-01,1,0.6666666666666666,2,1,"['SALADE FR.ANANAS 198G DOLE', 'SALADE TABOULE 180G SFE']"
35600,"[573223, 623261]",2, 3546 2369,2019-02-01,1,0.6666666666666666,2,1,"['EVIAN 1L PET*', 'SALADE TABOULE 180G SFE']"
35601,"[573223, 1090134]",2, 3546 2968,2019-02-01,1,0.6666666666666666,2,1,"['SALADE TABOULE 180G SFE', 'TW 10 LINGUETTE']"
35602,"[332928, 392959, 573223, 623261, 880711, 898879, 1090134, 1168293]",8, 3546,2019-02-01,1,0.6666666666666666,8,1,['SALADE TABOULE 180G SFE']
35617,"[118234, 199673, 881754, 970052, 1058591, 1226895]",6, 3962,2019-02-01,1,0.6666666666666666,6,1,['POMME GOLDEN X1  90G V&D']
35618,"[1058591, 1226895]",2, 3962 2387,2019-02-01,1,0.6666666666666666,2,1,['POMME GOLDEN X1  90G V&D']
35636,[521161],1, 4081 1846 4074 2968,2019-02-01,1,0.6666666666666666,1,1,"['BIDON AD BLUE 10L', 'TOTAL ACTIVA 9000 5W40 2L', 'TW 10 LINGUETTE']"
35637,[120286],1, 4081 2180 2972,2019-02-01,1,0.6666666666666666,1,1,"['ADBLUE BIDON 5L', 'TOTAL ACTIVA 9000 5W40 2L', 'TXW LAVE GLACE']"
35639,"[120286, 773493, 1037406]",3, 4081 2972,2019-02-01,1,0.6666666666666666,3,1,"['TOTAL ACTIVA 9000 5W40 2L', 'TXW LAVE GLACE']"
35641,"[120286, 161105, 353175, 521161, 773493, 896406, 1037406, 1238574]",8, 4081,2019-02-01,1,0.6666666666666666,8,1,['TOTAL ACTIVA 9000 5W40 2L']
35642,"[204400, 392706]",2, 6295 2368,2019-02-01,1,0.6666666666666666,2,1,"['EVIAN 50CL', 'LION 2 PACK 60G']"
35666,"[211249, 490858, 954307, 988368, 996264, 1201555, 1225196]",7, 394,2019-02-01,1,0.6666666666666666,7,1,['LU POMMES FRITES']
35685,"[275978, 785031]",2, 1757 4112,2019-02-01,1,0.6666666666666666,2,1,"['COCA COLA LIGHT 50CL', 'LAVAGE CLU']"
35686,"[120153, 200355, 275978, 377472, 623403, 785031, 821181, 919805, 1036863, 1103089]",10, 1757,2019-02-01,1,0.6666666666666666,10,1,['COCA COLA LIGHT 50CL']
35696,[559661],1, 64 4074,2019-02-01,1,0.6666666666666666,1,1,['BIDON AD BLUE 10L']
35715,"[988692, 1121384]",2, 3922 1378,2019-02-01,1,0.6666666666666666,2,1,"['BD PAIN RAISIN', 'FLAN PATISSIER 120G DAUNAT']"
35716,"[1010411, 1121384]",2, 3922 3875,2019-02-01,1,0.6666666666666666,2,1,"['FLAN PATISSIER 120G DAUNAT', 'TRIANGLE JAMBOM']"
35719,"[374454, 1121384]",2, 3922 2368,2019-02-01,1,0.6666666666666666,2,1,"['EVIAN 50CL', 'FLAN PATISSIER 120G DAUNAT']"
35725,"[137310, 268921, 276275, 322989, 381862, 382334, 429671, 555222, 559661]",9, 64,2019-02-01,1,0.6666666666666666,9,1,[]
35728,"[183140, 237437, 579353, 641173, 757192]",5, 6536 4126,2019-02-01,1,0.6666666666666666,5,1,['RECHARGE LAVAGE']
35729,"[122194, 183140, 222403, 237437, 412414, 460017, 579353, 641173, 757192, 918260, 1034783]",11, 6536,2019-02-01,1,0.6666666666666666,11,1,[]
35730,[170729],1, 5867 4129 2968,2019-02-01,1,0.6666666666666666,1,1,"['LG TTS SAISONS -10  5L', 'REC LAVAGE PJE', 'TW 10 LINGUETTE']"
35732,[1212318],1, 5867 4112,2019-02-01,1,0.6666666666666666,1,1,"['LAVAGE CLU', 'LG TTS SAISONS -10  5L']"
35733,"[170729, 281832, 314188, 422197, 426563, 448379, 450648, 542426, 567280, 1030391, 1212318, 1246673]",12, 5867,2019-02-01,1,0.6666666666666666,12,1,['LG TTS SAISONS -10  5L']
35751,"[153848, 176862, 199673, 404152, 566090, 622174, 670787, 956341, 1010411, 1235431]",10, 5951,2019-02-01,1,0.6666666666666666,10,1,['FUZE TEA PECHE 40CL']
35775,"[199673, 622174]",2, 5951 3298 4112,2019-02-01,1,0.6666666666666666,2,1,"['FUZE TEA PECHE 40CL', 'LAVAGE CLU', 'SDW.SUE JAMBON']"
35777,"[204400, 317424, 329014, 335156, 381774, 392706, 403759, 519887, 532690, 1035211, 1037084]",11, 6295,2019-02-01,1,0.6666666666666666,11,1,['LION 2 PACK 60G']
35817,"[338042, 819320]",2, 3260 1855 4126,2019-02-01,1,0.6666666666666666,2,1,"['CR SANDWICH CLASSIC', 'FUSILLI CARBONARA 300G', 'RECHARGE LAVAGE']"
35818,"[338042, 819320, 1027715]",3, 3260 4126,2019-02-01,1,0.6666666666666666,3,1,"['FUSILLI CARBONARA 300G', 'RECHARGE LAVAGE']"
35819,"[338042, 351040, 519362, 670787, 819320, 1027715, 1155422]",7, 3260,2019-02-01,1,0.6666666666666666,7,1,['FUSILLI CARBONARA 300G']
35856,"[240151, 424321]",2, 4104 4074 4126,2019-02-01,1,0.6666666666666666,2,1,"['BIDON AD BLUE 10L', 'LAVAGE 6 PLEIN TARIF', 'RECHARGE LAVAGE']"
35857,"[240151, 424321, 787610]",3, 4104 4074,2019-02-01,1,0.6666666666666666,3,1,"['BIDON AD BLUE 10L', 'LAVAGE 6 PLEIN TARIF']"
35859,"[101105, 174617, 240151, 424321]",4, 4104 4126,2019-02-01,1,0.6666666666666666,4,1,"['LAVAGE 6 PLEIN TARIF', 'RECHARGE LAVAGE']"
35861,"[101105, 108875, 131572, 133707, 149020, 174617, 195024, 224522, 240151, 251287, 280693, 366974, 370111, 424321, 429748, 446979, 533587, 574855, 593447, 604451, 787610, 1036212]",22, 4104,2019-02-01,1,0.6666666666666666,22,1,['LAVAGE 6 PLEIN TARIF']
35884,"[124464, 1169281]",2, 2956 2972,2019-02-01,1,0.6666666666666666,2,1,"['TOTAL ADBLUE BEC V. 5L', 'TXW LAVE GLACE']"
35885,"[124464, 575459]",2, 2956 4136,2019-02-01,1,0.6666666666666666,2,1,"['RECHARGE LAVAGE TW - D', 'TOTAL ADBLUE BEC V. 5L']"
35886,[267956],1, 2956 2968 4125,2019-02-01,1,0.6666666666666666,1,1,"['RECHARGE LAVAGE TW - A', 'TOTAL ADBLUE BEC V. 5L', 'TW 10 LINGUETTE']"
35887,[839435],1, 2956 2968 4112,2019-02-01,1,0.6666666666666666,1,1,"['LAVAGE CLU', 'TOTAL ADBLUE BEC V. 5L', 'TW 10 LINGUETTE']"
35888,"[267956, 839435]",2, 2956 2968,2019-02-01,1,0.6666666666666666,2,1,"['TOTAL ADBLUE BEC V. 5L', 'TW 10 LINGUETTE']"
35890,"[549038, 564110, 1169281]",3, 2956 1538,2019-02-01,1,0.6666666666666666,3,1,"['RECHARGE CAFÉ CLUB 2\x80', 'TOTAL ADBLUE BEC V. 5L']"
35892,"[178786, 267956, 549038, 1013519]",4, 2956 4125,2019-02-01,1,0.6666666666666666,4,1,"['RECHARGE LAVAGE TW - A', 'TOTAL ADBLUE BEC V. 5L']"
35893,"[263805, 490823, 549038]",3, 2956 4126,2019-02-01,1,0.6666666666666666,3,1,"['RECHARGE LAVAGE', 'TOTAL ADBLUE BEC V. 5L']"
35894,"[129151, 234320, 340068, 358338, 490823, 575459, 839435, 1102756, 1169281]",9, 2956 4112,2019-02-01,1,0.6666666666666666,9,1,"['LAVAGE CLU', 'TOTAL ADBLUE BEC V. 5L']"
35895,"[124464, 125915, 129151, 154183, 162971, 178786, 188982, 190168, 227925, 234320, 263805, 267956, 275462, 299627, 305419, 318265, 329426, 340068, 358338, 377790, 403961, 406141, 417976, 434481, 474702, 490823, 492034, 499344, 503865, 522140, 549038, 564110, 575459, 685675, 731154, 839435, 1013519, 1085057, 1102756, 1151020, 1169281, 1210851]",42, 2956,2019-02-01,1,0.6666666666666666,42,1,['TOTAL ADBLUE BEC V. 5L']
35904,"[130366, 148775, 153534, 162055, 231859, 251036, 259947, 278811, 286903, 296815, 324352, 330312, 339428, 339445, 344157, 406546, 422670, 445147, 461997, 462819, 463969, 477648, 511024, 524542, 526049, 536214, 578715, 624033, 624366, 703679, 794611, 794690, 864313, 879099, 903506, 940391, 973987, 1032078, 1157149, 1203541, 1218070]",41, 6178,2019-02-01,1,0.6666666666666666,41,1,[]
35906,"[172406, 1019603]",2, 6723 2968,2019-02-01,1,0.6666666666666666,2,1,"['SAN PELLEGRINO  50CL', 'TW 10 LINGUETTE']"
35909,"[157047, 964536]",2, 3510 4126,2019-02-01,1,0.6666666666666666,2,1,"['CRISTALINE 1.5L', 'RECHARGE LAVAGE']"
35910,"[156366, 157047, 174525, 191827, 192624, 201158, 259907, 289822, 293416, 356609, 396547, 413932, 417692, 427096, 428439, 465521, 484135, 510669, 514513, 542073, 548830, 548999, 552972, 565366, 573223, 574634, 578876, 594535, 679482, 680791, 690517, 895569, 919345, 933050, 964536, 965265, 969925, 984430, 1014536, 1022678, 1054006, 1113819, 1155422, 1237802, 1245706]",45, 3510,2019-02-01,1,0.6666666666666666,45,1,['CRISTALINE 1.5L']
35931,[157047],1, 3510 4074 4126 4125,2019-02-01,1,0.6666666666666666,1,1,"['BIDON AD BLUE 10L', 'CRISTALINE 1.5L', 'RECHARGE LAVAGE', 'RECHARGE LAVAGE TW - A']"
35935,"[266265, 447204, 507875, 596217, 1019603]",5, 6723 4112,2019-02-01,1,0.6666666666666666,5,1,"['LAVAGE CLU', 'SAN PELLEGRINO  50CL']"
35936,"[116969, 167992, 171152, 172406, 176862, 189157, 227267, 266265, 270990, 286391, 286769, 310619, 323823, 326764, 380828, 447204, 471776, 507875, 523273, 596217, 621645, 634535, 678109, 687466, 717413, 754409, 908014, 956341, 978552, 995860, 1019603, 1027704, 1070388, 1180476, 1191955, 1220580]",36, 6723,2019-02-01,1,0.6666666666666666,36,1,['SAN PELLEGRINO  50CL']
35940,"[1027715, 1236406]",2, 5941 4125,2019-02-01,1,0.6666666666666666,2,1,"['COCA COLA SLIM', 'RECHARGE LAVAGE TW - A']"
35942,"[195241, 307210, 347476, 355952, 389100, 493984, 498489, 514513, 568735, 594535, 880018, 945568, 950781, 953767, 995860, 998545, 1027715, 1162193, 1235206, 1236406]",20, 5941,2019-02-01,1,0.6666666666666666,20,1,['COCA COLA SLIM']
35947,"[622174, 1163690]",2, 1533 4136 4112,2019-02-01,1,0.6666666666666666,2,1,"['LAVAGE CLU', 'RECHARGE LAVAGE TW - D']"
35949,"[1002608, 1163690]",2, 1533 4074 4112,2019-02-01,1,0.6666666666666666,2,1,"['BIDON AD BLUE 10L', 'LAVAGE CLU']"
35952,"[239412, 267737, 622174, 1002608, 1163690]",5, 1533 4112,2019-02-01,1,0.6666666666666666,5,1,['LAVAGE CLU']
35953,"[121672, 123501, 145004, 148963, 156694, 188938, 200047, 239412, 244651, 267737, 270380, 275025, 280156, 284655, 305678, 306257, 313143, 335334, 338862, 342442, 396038, 400153, 416623, 472019, 482225, 483161, 484042, 493340, 523273, 541094, 619810, 622174, 698889, 741648, 869407, 881754, 894384, 899725, 905130, 969236, 976710, 978552, 983287, 1002608, 1058727, 1163690, 1218994, 1242367]",48, 1533,2019-02-01,1,0.6666666666666666,48,1,[]
35956,"[153534, 162055, 624033, 973987]",4, 6178 4112,2019-02-01,1,0.6666666666666666,4,1,['LAVAGE CLU']
35957,"[259947, 278811, 296815, 324352, 445147, 477648, 578715, 703679, 940391, 973987, 1032078]",11, 6178 4126,2019-02-01,1,0.6666666666666666,11,1,['RECHARGE LAVAGE']
35959,"[477520, 653292]",2, 6179 2180 4126,2019-02-01,1,0.6666666666666666,2,1,"['ADBLUE BIDON 5L', 'RECHARGE LAVAGE']"
35960,"[571960, 734827]",2, 6179 2946 4136,2019-02-01,1,0.6666666666666666,2,1,"['RECHARGE LAVAGE TW - D', 'TW  LAVE GLACE']"
35961,"[477520, 571960, 734827]",3, 6179 2946,2019-02-01,1,0.6666666666666666,3,1,['TW  LAVE GLACE']
35962,"[274894, 531554, 571960, 734827]",4, 6179 4136,2019-02-01,1,0.6666666666666666,4,1,['RECHARGE LAVAGE TW - D']
35963,"[130366, 332432, 361281, 377785, 380944, 404347, 447143, 454219, 480373, 511792, 536214, 543558, 549038, 550117, 558641, 560369, 624033, 1214762]",18, 6179 4125,2019-02-01,1,0.6666666666666666,18,1,['RECHARGE LAVAGE TW - A']
35964,"[174212, 217297, 237374, 353700, 366033, 445261, 472493, 475855, 477520, 505071, 514356, 549038, 653292, 813375, 819320, 917858, 1163559, 1201555]",18, 6179 4126,2019-02-01,1,0.6666666666666666,18,1,['RECHARGE LAVAGE']
35966,"[130366, 174212, 217297, 237374, 274894, 332432, 353700, 361281, 366033, 377785, 380944, 404347, 445261, 447143, 454219, 472493, 475855, 477520, 480373, 505071, 511792, 514356, 531554, 536214, 543558, 549038, 550117, 558641, 560369, 571960, 600607, 624033, 653292, 734827, 813375, 819320, 917858, 1163559, 1201555, 1214762]",40, 6179,2019-02-01,1,0.6666666666666666,40,1,[]
35968,"[734723, 995860, 1058591]",3, 4439 3334 163 1547,2019-02-01,1,0.6666666666666666,3,1,"['SAC BOUTIQUE KRAFT', 'SALADE MANHATTA']"
35969,[477520],1, 6179 2180 2946 4126,2019-02-01,1,0.6666666666666666,1,1,"['ADBLUE BIDON 5L', 'RECHARGE LAVAGE', 'TW  LAVE GLACE']"
35975,"[734723, 995860, 998545, 1058591, 1235206]",5, 4439 1547 163,2019-02-01,1,0.6666666666666666,5,1,['SAC BOUTIQUE KRAFT']
35976,"[697228, 734723, 995860, 998545, 1007975, 1014685, 1058591, 1082751, 1235206]",9, 4439 1547,2019-02-01,1,0.6666666666666666,9,1,['SAC BOUTIQUE KRAFT']
35978,"[428202, 531053, 593107, 697228, 734723, 971894, 995860, 998545, 1007975, 1014685, 1058591, 1082751, 1162191, 1235206]",14, 4439,2019-02-01,1,0.6666666666666666,14,1,[]
35995,"[472493, 549038]",2, 6179 2944 4126 1538,2019-02-01,1,0.6666666666666666,2,1,"['RECHARGE CAFÉ CLUB 2\x80', 'RECHARGE LAVAGE', 'TW  LAVE GLACE DEMOUSTIQUEUR 4L']"
36002,[955102],1, 1532 4125,2019-02-01,1,0.6666666666666666,1,1,['RECHARGE LAVAGE TW - A']
36004,"[127760, 138886, 140234, 156644, 187833, 188938, 191561, 191954, 193871, 195071, 197297, 204037, 265739, 276679, 290405, 298426, 369572, 416623, 424345, 436986, 457287, 461571, 471874, 514775, 553406, 600867, 609082, 621991, 717413, 766837, 784957, 794349, 905059, 936719, 955102, 983606, 1204127, 1238124]",38, 1532,2019-02-01,1,0.6666666666666666,38,1,[]
36021,"[110731, 124464, 241230, 251002, 257982, 277935, 283533, 291218, 303309, 314234, 355508, 361404, 375108, 392865, 395875, 403485, 410425, 439115, 491256, 493156, 494174, 510710, 542530, 550155, 554667, 563600, 605261, 613324, 841252, 1015386, 1053328, 1083810, 1107167, 1112698, 1158650, 1179412, 1183137, 1231035, 1240056, 1243498]",40, 4137,2019-02-01,1,0.6666666666666666,40,1,['REC LAVAGE PJE 97 U']
36024,[1032078],1, 6178 2972 4126 4074 4136,2019-02-01,1,0.6666666666666666,1,1,"['BIDON AD BLUE 10L', 'RECHARGE LAVAGE', 'RECHARGE LAVAGE TW - D', 'TXW LAVE GLACE']"
36026,"[148775, 794611, 1032078]",3, 6178 4136,2019-02-01,1,0.6666666666666666,3,1,['RECHARGE LAVAGE TW - D']
36027,[463969],1, 6178 4074 4125,2019-02-01,1,0.6666666666666666,1,1,"['BIDON AD BLUE 10L', 'RECHARGE LAVAGE TW - A']"
36028,"[463969, 1032078]",2, 6178 4074,2019-02-01,1,0.6666666666666666,2,1,['BIDON AD BLUE 10L']
36031,"[153534, 624033]",2, 6178 4125 4112,2019-02-01,1,0.6666666666666666,2,1,"['LAVAGE CLU', 'RECHARGE LAVAGE TW - A']"
36032,"[130366, 153534, 231859, 251036, 286903, 330312, 339428, 339445, 344157, 406546, 422670, 461997, 462819, 463969, 511024, 524542, 526049, 536214, 624033, 624366, 794690, 864313, 879099, 903506, 1157149, 1203541, 1218070]",27, 6178 4125,2019-02-01,1,0.6666666666666666,27,1,['RECHARGE LAVAGE TW - A']
36033,"[339428, 422670]",2, 6178 4099 4125,2019-02-01,1,0.6666666666666666,2,1,"['LAVAGE 1 PLEIN', 'RECHARGE LAVAGE TW - A']"
36037,"[288700, 342712, 516402, 574225, 818420, 1009030, 1233167]",7, 4128 2968,2019-02-01,1,0.6666666666666666,7,1,"['REC LAVAGE PJE 35U', 'TW 10 LINGUETTE']"
36038,"[358331, 451156, 818420, 989745]",4, 4128 4112,2019-02-01,1,0.6666666666666666,4,1,"['LAVAGE CLU', 'REC LAVAGE PJE 35U']"
36039,"[106232, 120124, 138451, 197750, 200156, 206111, 256742, 257024, 288098, 288700, 342712, 358331, 376513, 408799, 412468, 414778, 417692, 428816, 451156, 489345, 516402, 519304, 574225, 668634, 724769, 763217, 785654, 797398, 818420, 880890, 940354, 946912, 989745, 1009030, 1097340, 1177137, 1213697, 1214116, 1233167]",39, 4128,2019-02-01,1,0.6666666666666666,39,1,['REC LAVAGE PJE 35U']
36046,"[147466, 734723, 995860, 1008136, 1058591]",5, 3334 1547,2019-02-01,1,0.6666666666666666,5,1,"['SAC BOUTIQUE KRAFT', 'SALADE MANHATTA']"
36049,"[296038, 493464]",2, 3334 1538,2019-02-01,1,0.6666666666666666,2,1,"['RECHARGE CAFÉ CLUB 2\x80', 'SALADE MANHATTA']"
36050,"[175869, 353824, 493464]",3, 3334 4126,2019-02-01,1,0.6666666666666666,3,1,"['RECHARGE LAVAGE', 'SALADE MANHATTA']"
36051,"[103101, 113109, 132622, 142066, 147466, 150221, 171152, 175869, 265739, 296038, 326764, 337743, 341716, 353824, 369654, 378563, 444743, 493464, 532337, 548152, 554079, 734723, 801580, 887891, 917932, 995860, 997051, 1008136, 1019250, 1058591, 1064750, 1071032, 1081019]",33, 3334,2019-02-01,1,0.6666666666666666,33,1,['SALADE MANHATTA']
36058,"[124464, 1107167]",2, 4137 2972 4136,2019-02-01,1,0.6666666666666666,2,1,"['REC LAVAGE PJE 97 U', 'RECHARGE LAVAGE TW - D', 'TXW LAVE GLACE']"
36059,"[124464, 291218, 542530, 1053328, 1107167]",5, 4137 4136,2019-02-01,1,0.6666666666666666,5,1,"['REC LAVAGE PJE 97 U', 'RECHARGE LAVAGE TW - D']"
36061,"[101532, 146883, 270220, 309153, 338042, 364345, 381774, 391033, 405080, 410819, 425001, 453193, 465158, 484135, 509527, 512483, 520059, 599727, 688336, 819320, 849340, 872971, 884582, 1201555, 1236675]",25, 1855,2019-02-01,1,0.6666666666666666,25,1,['CR SANDWICH CLASSIC']
36062,"[156096, 540247]",2, 3509 1738 431,2019-02-01,1,0.6666666666666666,2,1,"['CAFE EXPRESSO', 'CR CAFE EXPRESSO', 'CRISTALINE 50CL']"
36064,"[113725, 120461, 141866, 168735, 179988, 186567, 188537, 190261, 196232, 248801, 260525, 263477, 275978, 291806, 303422, 304710, 334438, 339524, 339606, 350054, 358181, 359077, 360281, 371575, 382719, 392865, 401551, 405080, 408099, 418780, 448779, 450399, 460089, 472493, 480899, 482699, 489263, 504549, 509781, 511908, 517175, 518226, 519861, 523766, 526976, 536487, 540810, 542277, 549038, 555241, 580123, 580773, 584126, 625943, 679925, 704970, 825962, 833153, 875601, 879335, 896389, 897233, 901721, 937357, 939722, 956935, 979326, 1021126, 1033497, 1035277, 1050325, 1051255, 1054186, 1080209, 1104545, 1111303, 1163796, 1195073, 1215839, 1218070, 1220313, 1236516]",82, 2944,2019-02-01,1,0.6666666666666666,82,1,['TW  LAVE GLACE DEMOUSTIQUEUR 4L']
36065,"[284207, 1121384]",2, 2369 431,2019-02-01,1,0.6666666666666666,2,1,"['CAFE EXPRESSO', 'EVIAN 1L PET*']"
36071,"[172406, 573223, 947721]",3, 2369 2968,2019-02-01,1,0.6666666666666666,3,1,"['EVIAN 1L PET*', 'TW 10 LINGUETTE']"
36074,"[179988, 275978, 339606, 371575, 401551, 580123, 825962, 939722, 979326, 1111303]",10, 2944 4112,2019-02-01,1,0.6666666666666666,10,1,"['LAVAGE CLU', 'TW  LAVE GLACE DEMOUSTIQUEUR 4L']"
36077,"[112044, 118234, 143322, 147466, 148963, 162585, 167298, 171039, 172406, 189157, 192765, 214463, 229452, 231893, 237023, 252606, 253595, 275025, 284207, 331444, 334136, 341716, 345337, 352405, 364658, 369654, 381774, 402637, 421070, 440809, 441047, 452168, 452588, 488446, 515368, 519885, 524165, 530133, 531521, 536648, 540994, 548152, 554079, 573223, 623261, 683849, 692658, 721265, 732056, 735292, 744951, 761912, 815784, 822157, 849340, 877973, 899176, 901058, 908014, 912398, 915245, 930235, 942898, 947721, 959463, 963258, 965787, 1010794, 1025017, 1035211, 1038520, 1053328, 1054006, 1057085, 1064750, 1108055, 1121384, 1202592, 1235962]",79, 2369,2019-02-01,1,0.6666666666666666,79,1,['EVIAN 1L PET*']
