,user_ids,support,itemsets,period,property_values,depth,size,a
2579,[ 211249 1219843],2, 3430271 3461025 3412051,2019-02-01,1,0.6666666666666666,2,1
2580,[199673 523273],2, 3430258 3450013,2019-02-01,1,0.6666666666666666,2,1
2588,[ 403445 1237605],2, 99902,2019-02-01,1,0.6666666666666666,2,1
2591,[377865 602481],2, 1234,2019-02-01,1,0.6666666666666666,2,1
2598,[ 516496  588730  616225 1211526],4, 5462024,2019-02-01,1,0.6666666666666666,4,1
2600,[521191 993844],2, 5461028 6026,2019-02-01,1,0.6666666666666666,2,1
2601,[204504 521191 993844 994183],4, 5461028,2019-02-01,1,0.6666666666666666,4,1
2602,[213325 517260 560139 581812],4, 5450172,2019-02-01,1,0.6666666666666666,4,1
2603,[560139 621175 802579],3, 5450034,2019-02-01,1,0.6666666666666666,3,1
2605,[204504 519472 554079 948265],4, 5412089,2019-02-01,1,0.6666666666666666,4,1
2612,[230856 507317 535413],3, 3451010,2019-02-01,1,0.6666666666666666,3,1
2613,[ 519885 1108145 1163180],3, 3430130,2019-02-01,1,0.6666666666666666,3,1
2614,[ 447204  593107 1176067],3, 1061983,2019-02-01,1,0.6666666666666666,3,1
2617,[114621 121672 543699],3, 11461020 11421002,2019-02-01,1,0.6666666666666666,3,1
2618,[428202 542084 993844],3, 7881955 6026,2019-02-01,1,0.6666666666666666,3,1
2619,[212552 428202 542084 948265 993844],5, 7881955,2019-02-01,1,0.6666666666666666,5,1
2623,[463510 497696 532387 943941 993844],5, 7750135,2019-02-01,1,0.6666666666666666,5,1
2624,[ 120981  555714  623261 1054084],4, 13600082,2019-02-01,1,0.6666666666666666,4,1
2626,[199673 280994 425001],3, 3461020,2019-02-01,1,0.6666666666666666,3,1
2627,[363138 507317],2, 3461009,2019-02-01,1,0.6666666666666666,2,1
2628,[199673 337743],2, 3451009 3450022,2019-02-01,1,0.6666666666666666,2,1
2630,[363138 369654],2, 3450100 3450026,2019-02-01,1,0.6666666666666666,2,1
2631,[110899 556852 942898],3, 3450012,2019-02-01,1,0.6666666666666666,3,1
2632,[363138 381774],2, 3430272 3461025 6157591,2019-02-01,1,0.6666666666666666,2,1
2633,[ 199673 1056623],2, 3430257 3450022,2019-02-01,1,0.6666666666666666,2,1
2634,[ 199673  233569 1056623],3, 3430257,2019-02-01,1,0.6666666666666666,3,1
2635,[ 972937 1166433],2, 3430241 3450013 6027,2019-02-01,1,0.6666666666666666,2,1
2636,[ 972937  979705 1166433],3, 3430241,2019-02-01,1,0.6666666666666666,3,1
2637,[309153 626293],2, 3430109,2019-02-01,1,0.6666666666666666,2,1
2638,[307210 309153 319251],3, 3430108,2019-02-01,1,0.6666666666666666,3,1
2643,[734723 998545],2, 8860 13600075 451 6026,2019-02-01,1,0.6666666666666666,2,1
2644,[416925 734723 998545],3, 8860,2019-02-01,1,0.6666666666666666,3,1
2645,[535047 706051],2, 1000,2019-02-01,1,0.6666666666666666,2,1
2647,[ 331214  550387 1161088],3, 105,2019-02-01,1,0.6666666666666666,3,1
2649,[262444 605261],2, 25,2019-02-01,1,0.6666666666666666,2,1
2651,[ 555714 1054084],2, 13600082 13600075,2019-02-01,1,0.6666666666666666,2,1
2652,"[113487 204037 241017 263913 263990 268854 341866 348255 394148 397717
 447204 491449 548624 553832 616225 984430]",16, 5401046,2019-02-01,1,0.6666666666666666,16,1
2653,[113487 204037 241017 263990 268854 348255 548624 984430],8, 5401046 7445935,2019-02-01,1,0.6666666666666666,8,1
2654,[263990 394148 397717 447204 491449],5, 5401046 5401047,2019-02-01,1,0.6666666666666666,5,1
2655,[ 447204 1211526],2, 5430114 5401051 5401047,2019-02-01,1,0.6666666666666666,2,1
2656,[447204 498225],2, 5430114 5450138,2019-02-01,1,0.6666666666666666,2,1
2657,[1066548 1211526],2, 5430114 7445935,2019-02-01,1,0.6666666666666666,2,1
2658,[ 447204  498225  910238 1066548 1211526],5, 5430114,2019-02-01,1,0.6666666666666666,5,1
2659,[310619 468837 993844],3, 5412087,2019-02-01,1,0.6666666666666666,3,1
2661,[536334 911614 971894],3, 3461030 6027,2019-02-01,1,0.6666666666666666,3,1
2662,[536334 745257 911614 971894],4, 3461030,2019-02-01,1,0.6666666666666666,4,1
2663,[ 842314 1155422],2, 3461029 3430236 18064205,2019-02-01,1,0.6666666666666666,2,1
2664,[ 842314 1034094],2, 3461029 6027,2019-02-01,1,0.6666666666666666,2,1
2665,[ 307210 1155422],2, 3461029 2850269,2019-02-01,1,0.6666666666666666,2,1
2666,[204037 284980 345837 847660],4, 5430283,2019-02-01,1,0.6666666666666666,4,1
2667,[ 819320  842314 1155422],3, 3461029 18064205,2019-02-01,1,0.6666666666666666,3,1
2668,[ 307210  819320  842314 1034094 1155422],5, 3461029,2019-02-01,1,0.6666666666666666,5,1
2670,[ 275365  520041  806597 1185744 1237545],5, 3451004,2019-02-01,1,0.6666666666666666,5,1
2671,[1034094 1047955 1171502],3, 1212002 6026,2019-02-01,1,0.6666666666666666,3,1
2672,[ 201250  323823 1034094 1047955 1171502],5, 1212002,2019-02-01,1,0.6666666666666666,5,1
2673,[127376 550387],2, 744,2019-02-01,1,0.6666666666666666,2,1
2675,[144811 547651 632799],3, 650,2019-02-01,1,0.6666666666666666,3,1
2676,[ 172406 1181655],2, 13600022,2019-02-01,1,0.6666666666666666,2,1
2677,[ 175869  483161  664576  908210 1071032 1086295],6, 8001993,2019-02-01,1,0.6666666666666666,6,1
2678,[307210 332928],2, 7739995 5461017,2019-02-01,1,0.6666666666666666,2,1
2679,[1034094 1155422],2, 3461029 6026,2019-02-01,1,0.6666666666666666,2,1
2680,[204037 847660],2, 5430283 7445935,2019-02-01,1,0.6666666666666666,2,1
2682,[141642 963615],2, 5450173 5450138 5461018 7719715,2019-02-01,1,0.6666666666666666,2,1
2684,[230856 507317 535413],3, 3451010,2019-02-01,1,0.6666666666666666,3,1
2685,[ 519885 1108145 1163180],3, 3430130,2019-02-01,1,0.6666666666666666,3,1
2686,[ 447204  593107 1176067],3, 1061983,2019-02-01,1,0.6666666666666666,3,1
2689,[114621 121672 543699],3, 11461020 11421002,2019-02-01,1,0.6666666666666666,3,1
2690,[428202 542084 993844],3, 7881955 6026,2019-02-01,1,0.6666666666666666,3,1
2691,[212552 428202 542084 948265 993844],5, 7881955,2019-02-01,1,0.6666666666666666,5,1
2695,[463510 497696 532387 943941 993844],5, 7750135,2019-02-01,1,0.6666666666666666,5,1
2696,[ 963615 1038069],2, 7699435 5450141 7445935 5461017 5461018,2019-02-01,1,0.6666666666666666,2,1
2697,[ 119454  584447  862846  963615 1038069],5, 7699435 7445935,2019-02-01,1,0.6666666666666666,5,1
2698,[ 100270  123777  353744  449166 1044697],5, 7231117,2019-02-01,1,0.6666666666666666,5,1
2699,[359175 447204],2, 5462010 5450138,2019-02-01,1,0.6666666666666666,2,1
2700,[263990 447204],2, 5462010 5401046 5401047,2019-02-01,1,0.6666666666666666,2,1
2701,[263990 265739 323540 359175 447204],5, 5462010,2019-02-01,1,0.6666666666666666,5,1
2702,[153963 156096 314234],3, 5461031 7445935,2019-02-01,1,0.6666666666666666,3,1
2703,[153963 156096 314234 483786 521191],5, 5461031,2019-02-01,1,0.6666666666666666,5,1
2705,[1205188 1241616],2, 5461015 5450142,2019-02-01,1,0.6666666666666666,2,1
2707,[ 284980  314234  332850 1205188 1241616],5, 5461015,2019-02-01,1,0.6666666666666666,5,1
2708,[ 182290  307210  332928  428202  946483 1012154],6, 7739995,2019-02-01,1,0.6666666666666666,6,1
2712,[ 849340 1155422],2, 3401040 3430236,2019-02-01,1,0.6666666666666666,2,1
2713,[1039101 1155422],2, 3401040 2850269,2019-02-01,1,0.6666666666666666,2,1
2714,[ 514044  608770  760414  849340 1039101 1155422],6, 3401040,2019-02-01,1,0.6666666666666666,6,1
2715,[116969 117086 526949 948905],4, 237666,2019-02-01,1,0.6666666666666666,4,1
2716,[123344 439351 895569],3, 16070,2019-02-01,1,0.6666666666666666,3,1
2717,[305264 485071],2, 1964,2019-02-01,1,0.6666666666666666,2,1
2718,[ 240504  243447  810351 1218676],4, 750,2019-02-01,1,0.6666666666666666,4,1
2719,[298935 437011 484505 484507 787826 958732],6, 459,2019-02-01,1,0.6666666666666666,6,1
2720,[ 106845  178751  306942  335481 1195699 1218965],6, 104,2019-02-01,1,0.6666666666666666,6,1
2721,[216555 419368 592368 796107],4, 3,2019-02-01,1,0.6666666666666666,4,1
2722,[114621 121672 323540 394148 543699],5, 11421002,2019-02-01,1,0.6666666666666666,5,1
2723,[263990 616225],2, 8125295 5401046,2019-02-01,1,0.6666666666666666,2,1
2724,[ 182809 1001746],2, 8125295 7892095 7587895,2019-02-01,1,0.6666666666666666,2,1
2725,[ 182809  897079 1001746],3, 8125295 7892095,2019-02-01,1,0.6666666666666666,3,1
2726,[263990 897079],2, 8125295 5401047,2019-02-01,1,0.6666666666666666,2,1
2727,[ 616225 1180366],2, 8125295 6026,2019-02-01,1,0.6666666666666666,2,1
2728,[ 182809  263990  616225  897079  948265 1001746 1180366],7, 8125295,2019-02-01,1,0.6666666666666666,7,1
2729,[ 468837  560139 1030880],3, 5412092 5461017,2019-02-01,1,0.6666666666666666,3,1
2730,[119454 314234 468837],3, 5412092 7445935,2019-02-01,1,0.6666666666666666,3,1
2731,[ 119454  314234  447204  468837  560139 1030880],6, 5412092,2019-02-01,1,0.6666666666666666,6,1
2732,[149579 381774],2, 3461026 3450010,2019-02-01,1,0.6666666666666666,2,1
2734,[264552 275365 381774],3, 3461026 18064205,2019-02-01,1,0.6666666666666666,3,1
2735,[381774 734723],2, 3461026 451,2019-02-01,1,0.6666666666666666,2,1
2736,[149579 207105 264552 275365 381774 734723 972937],7, 3461026,2019-02-01,1,0.6666666666666666,7,1
2737,[ 113487  319251  626293 1075098 1238385],5, 3412057,2019-02-01,1,0.6666666666666666,5,1
2739,[ 113487 1238385],2, 3412057 3461039,2019-02-01,1,0.6666666666666666,2,1
2740,[599279 880018],2, 3430254,2019-02-01,1,0.6666666666666666,2,1
2741,[541029 581812],2, 5470002 5450138,2019-02-01,1,0.6666666666666666,2,1
2742,[483786 541029 542084 581812 621175],5, 5470002,2019-02-01,1,0.6666666666666666,5,1
2745,[245887 278275 400722 735292 946483],5, 5461033,2019-02-01,1,0.6666666666666666,5,1
2746,[947256 963615],2, 5450171 7719715 5461017,2019-02-01,1,0.6666666666666666,2,1
2747,[ 963615 1066548],2, 5450171 5461018 7770415 7445935,2019-02-01,1,0.6666666666666666,2,1
2748,[ 314234  963615 1066548],3, 5450171 5461018 7445935,2019-02-01,1,0.6666666666666666,3,1
2749,[ 946483  963615 1066548],3, 5450171 7770415,2019-02-01,1,0.6666666666666666,3,1
2750,[ 314234  333054  946483  947256  963615 1066548],6, 5450171,2019-02-01,1,0.6666666666666666,6,1
2752,[ 278275  307210 1025324],3, 5450139 5461017,2019-02-01,1,0.6666666666666666,3,1
2753,[ 130053  278275  307210  399284  994183 1025324],6, 5450139,2019-02-01,1,0.6666666666666666,6,1
2754,[263990 491449],2, 4028299 5401046 5401047,2019-02-01,1,0.6666666666666666,2,1
2755,[204504 332928],2, 4028299 5461017,2019-02-01,1,0.6666666666666666,2,1
2756,[204504 263990],2, 4028299 7445935,2019-02-01,1,0.6666666666666666,2,1
2757,[204504 263990 332928 348456 491449],5, 4028299,2019-02-01,1,0.6666666666666666,5,1
2759,[112044 986779],2, 3461040 3450137,2019-02-01,1,0.6666666666666666,2,1
2761,[ 112044  449166  463510  688336  986779 1039101],6, 3461040,2019-02-01,1,0.6666666666666666,6,1
2763,[ 192562  514044 1218881 1237545],4, 3461006,2019-02-01,1,0.6666666666666666,4,1
2764,[ 116969  510060 1238385],3, 3430256 3461039,2019-02-01,1,0.6666666666666666,3,1
2765,[ 116969  510060  515368  880018 1238385],5, 3430256,2019-02-01,1,0.6666666666666666,5,1
2776,[ 403445 1237605],2, 99902,2019-02-01,1,0.6666666666666666,2,1
2779,[377865 602481],2, 1234,2019-02-01,1,0.6666666666666666,2,1
2782,[ 474598 1000212],2, 420,2019-02-01,1,0.6666666666666666,2,1
2783,[300145 464781],2, 199,2019-02-01,1,0.6666666666666666,2,1
2786,[ 134419 1016068],2, 5,2019-02-01,1,0.6666666666666666,2,1
2787,[110899 453193],2, 12520015 12520268,2019-02-01,1,0.6666666666666666,2,1
2788,[110899 453193 540247],3, 12520015,2019-02-01,1,0.6666666666666666,3,1
2789,[341866 456892 516496],3, 8005017,2019-02-01,1,0.6666666666666666,3,1
2790,[ 490858  954307 1225196],3, 7420027 1073439 583279,2019-02-01,1,0.6666666666666666,3,1
2794,[706051 927882],2, 282,2019-02-01,1,0.6666666666666666,2,1
2795,[199673 523273],2, 3430258 3450013,2019-02-01,1,0.6666666666666666,2,1
2796,[ 211249 1219843],2, 3430271 3461025 3412051,2019-02-01,1,0.6666666666666666,2,1
2798,[490858 954307],2, 7461038 1073439 583279 7420027,2019-02-01,1,0.6666666666666666,2,1
2799,[211249 988368],2, 7461024 1073439 583279 7421004,2019-02-01,1,0.6666666666666666,2,1
2802,[114216 971894],2, 6232303,2019-02-01,1,0.6666666666666666,2,1
2803,[397717 560139],2, 5462021 5461017,2019-02-01,1,0.6666666666666666,2,1
2806,[213325 560139],2, 5450168 5461017 5450172,2019-02-01,1,0.6666666666666666,2,1
2807,[156096 497696],2, 5450160 7445935,2019-02-01,1,0.6666666666666666,2,1
2808,[1012477 1066548],2, 5450126 5461018,2019-02-01,1,0.6666666666666666,2,1
2809,[153963 727418],2, 5430306 7445935,2019-02-01,1,0.6666666666666666,2,1
2810,[ 468837 1012477],2, 5430299 5461017 5430258,2019-02-01,1,0.6666666666666666,2,1
2811,[468837 910238],2, 5430243,2019-02-01,1,0.6666666666666666,2,1
2812,[204504 468837],2, 5412090 7445935 5461017,2019-02-01,1,0.6666666666666666,2,1
2813,[182290 545984],2, 5412080,2019-02-01,1,0.6666666666666666,2,1
2815,[ 263913 1218994],2, 5401038,2019-02-01,1,0.6666666666666666,2,1
2823,[546839 616225],2, 5462025 6026,2019-02-01,1,0.6666666666666666,2,1
2824,[355247 546839 616225],3, 5462025,2019-02-01,1,0.6666666666666666,3,1
2825,[119454 122130 188513],3, 5461030,2019-02-01,1,0.6666666666666666,3,1
2826,[ 182290  537145 1066548],3, 5461026,2019-02-01,1,0.6666666666666666,3,1
2830,[734723 998545],2, 8860 13600075 451 6026,2019-02-01,1,0.6666666666666666,2,1
2831,[416925 734723 998545],3, 8860,2019-02-01,1,0.6666666666666666,3,1
2832,[535047 706051],2, 1000,2019-02-01,1,0.6666666666666666,2,1
2834,[ 331214  550387 1161088],3, 105,2019-02-01,1,0.6666666666666666,3,1
2836,[262444 605261],2, 25,2019-02-01,1,0.6666666666666666,2,1
2839,[ 555714 1054084],2, 13600082 13600075,2019-02-01,1,0.6666666666666666,2,1
2840,[ 120981  555714  623261 1054084],4, 13600082,2019-02-01,1,0.6666666666666666,4,1
2843,[ 516496  588730  616225 1211526],4, 5462024,2019-02-01,1,0.6666666666666666,4,1
2845,[521191 993844],2, 5461028 6026,2019-02-01,1,0.6666666666666666,2,1
2846,[204504 521191 993844 994183],4, 5461028,2019-02-01,1,0.6666666666666666,4,1
2847,[213325 517260 560139 581812],4, 5450172,2019-02-01,1,0.6666666666666666,4,1
2848,[560139 621175 802579],3, 5450034,2019-02-01,1,0.6666666666666666,3,1
2850,[204504 519472 554079 948265],4, 5412089,2019-02-01,1,0.6666666666666666,4,1
2854,[307210 309153 319251],3, 3430108,2019-02-01,1,0.6666666666666666,3,1
2855,[ 972937  979705 1166433],3, 3430241,2019-02-01,1,0.6666666666666666,3,1
2856,[622027 862846],2, 5461019 7445935,2019-02-01,1,0.6666666666666666,2,1
2857,[622027 862846 910238],3, 5461019,2019-02-01,1,0.6666666666666666,3,1
2859,[468837 963615],2, 5430307 7770415 7445935 5461017,2019-02-01,1,0.6666666666666666,2,1
2860,[468837 948265 963615],3, 5430307,2019-02-01,1,0.6666666666666666,3,1
2861,[ 560139 1030880],2, 5430305 5461017 5412092,2019-02-01,1,0.6666666666666666,2,1
2862,[ 314234  560139 1030880],3, 5430305 5412092,2019-02-01,1,0.6666666666666666,3,1
2863,[ 400722  517522 1114915],3, 5430302,2019-02-01,1,0.6666666666666666,3,1
2864,[468837 516496],2, 5430259 7445935,2019-02-01,1,0.6666666666666666,2,1
2871,[199673 280994 425001],3, 3461020,2019-02-01,1,0.6666666666666666,3,1
2872,[363138 507317],2, 3461009,2019-02-01,1,0.6666666666666666,2,1
2873,[199673 337743],2, 3451009 3450022,2019-02-01,1,0.6666666666666666,2,1
2875,[363138 369654],2, 3450100 3450026,2019-02-01,1,0.6666666666666666,2,1
2876,[110899 556852 942898],3, 3450012,2019-02-01,1,0.6666666666666666,3,1
2877,[363138 381774],2, 3430272 3461025 6157591,2019-02-01,1,0.6666666666666666,2,1
2878,[ 199673 1056623],2, 3430257 3450022,2019-02-01,1,0.6666666666666666,2,1
2879,[ 199673  233569 1056623],3, 3430257,2019-02-01,1,0.6666666666666666,3,1
2880,[ 972937 1166433],2, 3430241 3450013 6027,2019-02-01,1,0.6666666666666666,2,1
2881,[309153 626293],2, 3430109,2019-02-01,1,0.6666666666666666,2,1
2882,[266087 719763],2, 7598035 5461018,2019-02-01,1,0.6666666666666666,2,1
2883,[353824 575459],2, 3461005 3412051 18064205,2019-02-01,1,0.6666666666666666,2,1
2884,[ 575459 1123126],2, 3461005 2850269,2019-02-01,1,0.6666666666666666,2,1
2885,[172406 439351],2, 1061987 13600075,2019-02-01,1,0.6666666666666666,2,1
2886,[172406 262161 439351 484135 697448 822937],6, 1061987,2019-02-01,1,0.6666666666666666,6,1
2887,"[ 106845  178316  187947  227535  427662  485052  516505  975701 1011380
 1158578]",10, 19378,2019-02-01,1,0.6666666666666666,10,1
2888,[ 490024  524087  911614 1077767],4, 8287519 7587895,2019-02-01,1,0.6666666666666666,4,1
2889,[ 455008  505859 1114915],3, 8287519 5401047,2019-02-01,1,0.6666666666666666,3,1
2890,"[ 341866  348456  455008  490024  505859  515778  519472  524087  911614
 1077767 1114915]",11, 8287519,2019-02-01,1,0.6666666666666666,11,1
2891,[ 575459 1219843],2, 3430051 3412051 3461025 3461039,2019-02-01,1,0.6666666666666666,2,1
2892,[ 575459  599279 1219843 1238198],4, 3430051 3412051 3461039,2019-02-01,1,0.6666666666666666,4,1
2893,[ 575459 1219843 1238385],3, 3430051 3461025 3461039,2019-02-01,1,0.6666666666666666,3,1
2894,[ 575459  599279 1219843 1238198 1238385],5, 3430051 3461039,2019-02-01,1,0.6666666666666666,5,1
2895,[ 404152  575459  599279  806597  915245 1219843 1238198 1238385],8, 3430051,2019-02-01,1,0.6666666666666666,8,1
2896,"[ 148963  149579  171222  199673  216620  307210  410819  463510  575459
  621707  915245  928890 1218881]",13, 3430026,2019-02-01,1,0.6666666666666666,13,1
2897,[ 183398 1155422],2, 3430236 3450137,2019-02-01,1,0.6666666666666666,2,1
2898,[ 112041  497696 1155422],3, 3430236 2850269,2019-02-01,1,0.6666666666666666,3,1
2899,[112041 849340],2, 3430236 3401043,2019-02-01,1,0.6666666666666666,2,1
2901,[ 112041  183398  497696  791569  842314  849340 1155422 1237545],8, 3430236,2019-02-01,1,0.6666666666666666,8,1
2902,[ 734723 1058591],2, 11679 13600075 451,2019-02-01,1,0.6666666666666666,2,1
2903,[ 227267  734723 1058591],3, 11679 13600075,2019-02-01,1,0.6666666666666666,3,1
2904,[ 734723 1058591 1237802],3, 11679 451,2019-02-01,1,0.6666666666666666,3,1
2905,[ 145004  227267  483688  674510  734723 1058591 1194276 1204414 1237802],9, 11679,2019-02-01,1,0.6666666666666666,9,1
2906,[ 328105  511653 1218664 1229161],4, 2,2019-02-01,1,0.6666666666666666,4,1
2907,"[107610 196822 219146 222422 230354 272546 293261 312029 382160 416684
 510669 829744]",12, 10,2019-02-01,1,0.6666666666666666,12,1
2908,[ 369654 1071032],2, 3450026 3450011,2019-02-01,1,0.6666666666666666,2,1
2909,[791569 849340],2, 3430236 3450013,2019-02-01,1,0.6666666666666666,2,1
2910,[ 410819  928890 1218881],3, 3430026 12520268,2019-02-01,1,0.6666666666666666,3,1
2911,[307210 915245],2, 3430026 13600075,2019-02-01,1,0.6666666666666666,2,1
2912,[148963 171222 575459],3, 3430026 18064205,2019-02-01,1,0.6666666666666666,3,1
